Datum,Schwefeldioxid,Kohlenmonoxid,ozon,Stickstoffdioxid,Stickstoffmonoxid,Feinstaub PM10,Lufttemperatur,Luftfeuchte relativ,Luftdruck (hpa),Windgeschwindigkeit (m/s),Regendauer (min)
02.10.2012,2.79,0.42,80.45,39.39,23.19,17.53,14.75,69.18,969.42,0.99,0
03.10.2012,2.74,0.41,64.26,38,25.51,17.61,14.75,76.39,967.82,1.59,13.83
04.10.2012,2.4,0.3,65.7,25.16,9.14,15.8,15.35,77.41,965.9,2.51,209.73
05.10.2012,2.35,0.39,77.38,33.96,20.84,21.68,16.09,78.11,968.11,1.59,0
06.10.2012,2.67,0.38,99.29,28.44,6.91,17.75,17.61,68.37,967.11,2.02,30.02
07.10.2012,2.15,0.31,73.02,15.14,3.31,10.05,14.58,83.69,967.89,2.21,651.47
08.10.2012,3.4,0.43,38.04,36.72,40.51,19.46,11.28,84.3,968.56,1.49,218.55
09.10.2012,2.1,0.32,33.47,29.4,14.96,6.94,15.04,91.64,962.83,1.72,941.88
10.10.2012,2.12,0.4,26.5,34.95,28.09,7.33,13.87,92.17,962.96,1.16,582.23
11.10.2012,2.44,0.42,18,32.67,31.74,15.98,13.52,88.47,960.51,1.78,0
12.10.2012,2.37,0.33,51.73,29.41,14.36,13.43,12.95,86.86,962.04,1.49,642.87
13.10.2012,3.11,0.35,49,26.08,12.13,13.28,10.72,77.19,962.97,1.52,0
14.10.2012,3.28,0.32,55,20.27,6.64,11.61,11.61,68.77,953.83,1.4,53.05
15.10.2012,2.8,0.3,63.94,25.92,8.89,9.96,8.1,77.38,958.91,1.71,455.33
16.10.2012,3.67,0.4,50.18,38.75,30.02,15.91,8.57,73.22,963.22,1.03,19.18
17.10.2012,4.49,0.52,29.96,47.31,43.73,21.14,12.05,74.55,963.38,1.2,0
18.10.2012,4.33,0.61,29.52,50.49,58.73,25.94,13.27,79.39,963.6,1.32,0
19.10.2012,3.68,0.67,42.17,53.29,69.79,30.54,14.13,79.65,965.11,1.03,0
20.10.2012,3.36,0.68,64.09,44.24,42.96,27.25,13.59,79.92,968.09,1.04,0
21.10.2012,4.21,0.61,32.6,42.26,26.81,29.86,14.21,80.11,967,1.17,0
22.10.2012,3.24,0.66,14.94,43.83,48.18,36.42,12.98,87.52,969.59,1.53,0
23.10.2012,2.66,0.46,6.58,36.78,29.96,18.96,9.81,90.05,971.23,2.1,2.58
24.10.2012,2.79,0.47,5.13,34.01,38.55,17.02,8.84,90.89,968.59,1.89,0
25.10.2012,2.82,0.51,5.71,41.2,48.94,19.3,9.15,88.26,964.44,1.05,0
26.10.2012,2.91,0.48,5.99,38.73,43.56,23.06,9.2,87.21,954.26,1.41,157.3
27.10.2012,3.06,0.36,49.11,26.74,11.76,7.33,4.4,91.65,947.65,2.24,937.03
28.10.2012,3.82,0.28,50.91,24.9,8.16,7.27,0.46,91.31,959.17,2.01,903.1
29.10.2012,5.06,0.42,39.75,46.87,42.98,18.29,1.41,86.06,964.87,1.04,23.1
30.10.2012,5.21,0.48,54.22,56.44,44.86,24.13,3.62,76.85,958.89,1.18,25.43
31.10.2012,4.97,0.62,14.21,59.51,77.3,,2.21,87.68,951.52,1.28,28
01.11.2012,4.72,0.48,70.53,46.05,35.64,,7.92,73.6,944.33,1.72,194.9
02.11.2012,3.13,0.28,70.13,29.09,9.87,,9.76,69.87,954.12,2.79,299.82
03.11.2012,3.52,0.31,71.41,25.86,6.39,10.92,12.96,61.33,955.83,2.71,2.88
04.11.2012,3.42,0.32,68.74,23.78,6.99,9.01,12.2,75.45,953.64,1.34,600.05
05.11.2012,2.45,0.24,74.67,19.08,5.64,7.08,8.39,76.48,956.93,2.76,441.1
06.11.2012,3.18,0.38,59.34,41.74,32.36,11.37,5.94,83.28,968.07,1.18,397.83
07.11.2012,4.02,0.48,44.48,45.49,39.77,19.73,6.02,75.51,977.66,1.34,0
08.11.2012,4.94,0.72,12.69,57.96,98.31,,6.12,79.61,972.38,0.67,0
09.11.2012,3.83,0.7,9.97,60.4,99.32,30.05,7.66,79.53,966.18,1.26,74
10.11.2012,1.87,0.63,45.44,45.23,42.58,24.18,9.71,90.18,957.37,1.28,509.97
11.11.2012,1.01,0.4,46.71,36.52,11.8,8.24,9.56,93.03,961.35,1.13,1175.33
12.11.2012,0.97,0.37,42.18,36.32,21.01,13.36,8.44,92.54,973.62,1.11,338.24
13.11.2012,1.15,0.37,20.69,31.04,24.08,22.94,7.64,86.74,977.95,2.74,128.2
14.11.2012,1.53,0.39,21.45,34.57,35.65,18.24,7.27,80.33,975.01,1.76,0
15.11.2012,0.65,0.45,6.51,41.78,42.29,,5.51,90.23,971.31,0.84,0
16.11.2012,0.51,0.41,9.36,44.5,34.94,,4.84,88.87,968.28,1.04,0
17.11.2012,0.79,0.36,26.38,38.26,14.23,20.78,5.37,87.35,964.23,1.35,0
18.11.2012,1.26,0.42,22.72,31.8,19.01,25.39,5.88,87.44,963.42,0.95,0
19.11.2012,0.64,0.48,4.56,43.31,42.56,29.69,4.4,88.25,966.18,0.91,0
20.11.2012,0.77,0.42,16.45,46.69,38.32,,4.09,84.1,968.39,1.09,0
21.11.2012,1.05,0.49,7.94,47.11,49.23,31.44,3.91,86.24,968.7,0.82,0
22.11.2012,2.29,0.61,21.55,47.04,77.42,32.81,7.01,84.63,972.18,1.51,27.17
23.11.2012,1.8,0.46,20.28,47.39,39.08,33.08,8.3,79.16,970.65,1.71,0
24.11.2012,3.07,0.57,22.97,47.91,41.11,29.66,8.89,76.23,968.32,1.07,0
25.11.2012,2.1,0.42,63.79,37.12,13.49,22.06,11.05,74.18,966.93,2.01,69.22
26.11.2012,1.19,0.54,67.93,45.95,59.96,20.57,9.42,91.51,960.1,1.31,587.22
27.11.2012,1.13,0.3,66.62,40.41,12.07,8.15,6.94,79.99,955.73,1.18,0
28.11.2012,0.94,0.37,24.45,45.82,26.21,7.43,5.63,91.35,948.67,1.78,1105.52
29.11.2012,1.12,0.47,33.39,48.02,43.7,8.37,1.89,91.67,950.12,0.68,886.03
30.11.2012,2.23,0.43,28.35,41.91,37.43,16.93,1.62,82.01,956.48,1.81,0.93
01.12.2012,2.36,0.38,20.08,32.45,14.08,18.03,-0.56,77.47,962.06,2.12,0
02.12.2012,1.36,0.27,55.36,21.12,4.3,14.81,-0.01,78.46,963.97,1.93,396.6
03.12.2012,1.34,0.28,60.43,35.16,12.43,11.07,0.52,77.59,965.87,2.11,542.5
04.12.2012,0.61,0.22,65.01,20.07,3.83,5.07,4.15,82.79,954.81,3.48,599
05.12.2012,0.73,0.27,60.16,32.86,9.24,6.69,2.13,85.63,954.59,1.66,741.43
06.12.2012,1.19,0.3,58.76,31,8.27,10.25,0.71,78.48,963.59,2.08,199.08
07.12.2012,3.04,0.45,31.96,56.06,42.2,16.5,-1.1,86.57,956.74,1.49,557.37
08.12.2012,2.42,0.39,37.07,41.79,12.73,15.38,-0.72,85.6,965.48,1.61,345.32
09.12.2012,2.68,0.31,66.75,30.32,7.41,15.08,-1.3,76.54,971.86,2.26,173.35
10.12.2012,0.99,0.26,68.94,24.46,5.28,8.53,1.34,85.93,962.95,2.43,674.08
11.12.2012,1.82,0.33,45.03,29.99,7.81,14.04,-0.54,79.57,969.82,1.73,226.22
12.12.2012,3.18,0.56,21.88,56.77,52.61,30.81,-3.64,82.52,970.55,1.92,0.65
13.12.2012,4.52,0.77,5.98,79.37,97.41,49.54,-4.62,87.15,963.36,1.48,0
14.12.2012,6.36,0.69,12.61,80.96,81.46,39.92,0.74,81.31,955.93,1.31,140.78
15.12.2012,2.34,0.53,75.05,54.52,27.03,17.83,4.73,91.15,957.18,1.97,1033.4
16.12.2012,1.37,0.25,72.53,21.87,3.24,6.86,6.99,80.01,961.18,2.69,528.57
17.12.2012,0.76,0.26,63.25,25.47,6.32,6.58,6.11,82.74,959.88,2.9,779.72
18.12.2012,0.75,0.35,69.59,44.36,20.09,5.47,3.86,88.31,964.51,1.57,745.78
19.12.2012,1.83,0.46,30.34,53,40.2,16.32,3.94,88.53,970.88,1.19,199.23
20.12.2012,2.33,0.5,30.83,54.53,46.21,19.59,1.36,85.46,964.9,1.14,589.9
21.12.2012,1.5,0.41,51.57,42.28,20.46,13.23,6.01,82.63,963.37,1.68,203.28
22.12.2012,1.41,0.35,39.74,32.42,9.7,13.33,5.1,86.88,968.1,1.63,476.92
23.12.2012,0.93,0.25,57.3,19.51,4.31,9.39,9.56,79.95,966.77,2.88,208.97
24.12.2012,2.98,0.41,19.92,43.48,29.29,26.29,7.84,74.13,963.16,1.8,0
25.12.2012,2.18,0.29,65.1,21.76,9.02,13.3,10.02,66.03,959.67,2.45,188.32
26.12.2012,0.61,0.19,68.74,6.84,0.72,5.85,7.9,69,966.62,3.81,353.6
27.12.2012,0.52,0.22,73.31,12.86,2.82,4.25,7.41,88.54,963.9,4.69,629.23
28.12.2012,0.88,0.26,72.8,23.86,4.87,9.39,6.34,78.45,976,2.97,258.3
29.12.2012,4.28,0.48,33.15,49.88,34.27,18.55,5.43,74.94,970.9,0.93,0
30.12.2012,1.68,0.23,73.41,13.03,1.35,8.84,7.72,60.17,972.43,2.83,72.12
31.12.2012,3.42,0.35,63.8,38.58,17.28,22.55,5.13,69.66,970.36,1.62,0
01.01.2013,3.65,0.38,71.71,26.17,17.62,63.49,4.91,75.99,962.03,2.22,495.23
02.01.2013,2.28,0.34,64.32,38.45,19.19,14.74,3.69,83.5,973.89,0.84,256.98
03.01.2013,3.13,0.42,46.04,48.89,24.29,19.06,2.99,77.98,985.02,1.27,183.65
04.01.2013,2.65,0.43,26.61,50.82,23.52,21.03,5.99,83.5,985.69,1.06,54.42
05.01.2013,1.83,0.34,49.61,28.16,8.04,15.45,6.86,83.81,982.1,1.38,4.57
06.01.2013,1.25,0.25,46.79,17.07,2.99,13.63,5.51,82.28,980.17,1.36,0
07.01.2013,1.26,0.34,32.12,30.36,17.99,16.93,4.25,84.88,977.51,1.2,0
08.01.2013,1.6,0.43,28.97,34.78,31.3,30.43,3.8,78.96,975.39,1.07,0
09.01.2013,0.99,0.54,4.32,42.93,47.39,35.52,0.88,89.43,970.72,0.94,0
10.01.2013,1.46,0.52,20.13,42.73,40.04,24.67,2.52,89.61,964.28,1.15,725.43
11.01.2013,1.61,0.41,29.31,41.57,27.37,12.67,2.88,88.5,963.57,1.11,740.3
12.01.2013,2.2,0.34,56.37,31.18,8.29,19.16,3.01,72.57,964.33,1.11,10.78
13.01.2013,2.12,0.37,32.01,30.45,10.52,23.63,1.48,84.55,960.96,1.53,272.05
14.01.2013,2.12,0.44,21.25,33.7,21.38,29.69,0.65,82.12,960.59,1.39,1.8
15.01.2013,2.5,0.42,55.03,37.44,25.65,19.7,0.32,76.46,955.47,1.52,208.57
16.01.2013,2.42,0.37,54.26,35.16,16.23,17.47,-1.62,68.51,955.78,1.67,29.37
17.01.2013,3.05,0.46,28.67,43.51,22,28.5,-3.2,84.96,960.22,1.2,874.57
18.01.2013,4.85,0.64,16.84,58.36,58.56,36.31,-4.12,81.43,955.64,2.04,66.25
19.01.2013,4.07,0.6,13.08,48.93,21.47,39.52,-2.72,81.31,944.12,1.92,319.15
20.01.2013,3.3,0.61,13.49,46.5,19.15,47.97,-0.7,86.13,941.74,1.42,36.97
21.01.2013,2.75,0.52,24.43,44.51,26.25,21.64,0.5,84.39,947.75,1.31,228.62
22.01.2013,3.15,0.49,45.83,55.03,33.17,16.68,2,82.46,953,1.35,176.43
23.01.2013,4,0.71,16.19,70.35,83.47,35.51,-0.73,84.8,954.61,1.85,0
24.01.2013,3.19,0.53,25.19,61.01,41.67,29.44,-0.6,79.12,957.5,1.53,0
25.01.2013,3.71,0.6,30.33,53.56,33.01,46.84,-0.79,70.37,963.93,2.01,1.37
26.01.2013,3.81,0.5,43.24,45.83,15.66,50.47,-1.7,70.23,962.1,1.41,0
27.01.2013,4.3,0.4,63.07,42.47,10.26,34.4,1.26,68.37,960.98,1.71,225.02
28.01.2013,1.82,0.43,58.94,52.44,24.89,15.45,3.16,89.44,966.27,1.61,430.27
29.01.2013,1.48,0.26,73.67,23.85,4.1,15.15,5.76,72.29,970.57,3.48,528.25
30.01.2013,1.17,0.2,76.46,15.28,3.25,8.76,10.48,75.1,968.92,4.48,348.22
31.01.2013,1.06,0.24,74.48,20.94,8.56,11.26,8.92,57.82,971.66,4.29,46.53
01.02.2013,0.72,0.25,67.25,26.03,7.25,7.94,8.23,78.98,957.57,3.74,840.2
02.02.2013,1.14,0.26,71.01,20.67,4.68,6.92,4.76,79.59,951.2,2.49,541.01
03.02.2013,1.23,0.25,65.22,15.84,2.58,13.77,1.36,74.85,968.84,2.2,9.28
04.02.2013,0.76,0.26,67.15,20.96,4.91,6.37,3.29,82.06,968.16,3.56,690.47
05.02.2013,0.7,0.23,80.03,20.19,5.3,,5.18,77.1,957.86,4.15,352.47
06.02.2013,0.76,0.25,84.75,22.95,5.1,8.06,1.44,77.54,950.04,2.64,266.87
07.02.2013,1.35,0.31,54.93,30.96,7.84,13.92,0.35,83.81,959.72,1.98,504.98
08.02.2013,1.29,0.29,62.21,26.93,5.89,13.6,-0.05,79.55,962.17,1.89,313.43
09.02.2013,2.29,0.29,58.29,26.12,7.86,12.6,-1.49,78.96,965.5,1.29,375.85
10.02.2013,2.95,0.33,63.97,28.27,6.68,17.95,-3.21,71.51,960.43,1.8,0.32
11.02.2013,3.15,0.48,43.25,55.64,26.65,27.63,-2.39,80.36,949.62,1.87,288.32
12.02.2013,3.1,0.52,34.9,55.32,29.3,43.02,-2.13,82.6,956.72,1.59,455.35
13.02.2013,4.51,0.49,57.43,45.59,20.84,41.63,-1.92,69.45,968.76,2.13,0.65
14.02.2013,5.75,0.61,43.35,65.96,36.26,56.12,-2.94,73.13,969.53,1.48,18.67
15.02.2013,2.34,0.46,57.2,52.76,18.73,27.49,1.81,87.61,967.43,1.76,401.7
16.02.2013,3.57,0.43,48.7,48.33,15.43,21.89,2.53,83.74,971.52,1.47,0.78
17.02.2013,3.07,0.39,56.78,33.05,8.78,26.59,2.01,77.35,969.02,1.86,0
18.02.2013,2.83,0.46,58.84,41.79,19.99,29.71,1.94,68.79,967.26,2.1,0
19.02.2013,4.2,0.51,75.67,65,27.02,36.7,2.14,64.66,966,1.22,0.35
20.02.2013,2.54,0.39,62.71,35.98,16.73,22.11,1.47,75.04,965.34,2.71,259.87
21.02.2013,2.34,0.33,58.99,28.23,12.79,17.5,-1.7,65,962.42,3.79,0.6
22.02.2013,2.82,0.4,65.29,28.78,12.06,28.51,-3.61,67.53,956.42,4.14,0
23.02.2013,4.37,0.53,62.57,31.18,9.13,50.55,-3.67,69.18,955.9,2.55,54.52
24.02.2013,4.32,0.53,64.22,32.7,7.73,38.92,-2.95,76.41,959.76,1.21,217.25
25.02.2013,4.94,0.68,74.06,62.26,31.22,54.89,-2.37,69.41,966.01,1.16,0
26.02.2013,3.66,0.75,52.07,58.67,22.86,70.89,-0.84,75.14,972.17,1.57,0.98
27.02.2013,2.63,0.72,41.2,55,34.87,62.23,1.57,81.29,973.55,1.05,97.63
28.02.2013,3,0.65,11.85,52.45,45.98,36.14,2.42,83.12,971.91,1.51,53.42
01.03.2013,2.6,0.57,32.7,47.66,27.21,48.28,1.62,78.39,969.59,1.69,0
02.03.2013,1.99,0.41,33.71,32.4,11.43,26.07,0.98,77.39,970.2,2.02,4.45
03.03.2013,2.66,0.41,48.17,32.44,9.27,36.3,1.61,71.2,969.29,1.76,0
04.03.2013,3.91,0.61,40.14,64.27,41.93,59.49,1.64,75.66,966.65,1.24,0
05.03.2013,5.63,0.73,22.45,77.81,61.63,67.85,4.46,65.63,960.5,1.25,0
06.03.2013,6.33,0.74,30.28,87.53,66.46,55.17,7.8,59.06,951.86,1.65,0
07.03.2013,5,0.71,36.31,76.38,58.93,51.23,9.26,61.03,950.96,0.96,0.05
08.03.2013,3.31,0.49,72.38,51.2,31.06,32.64,9.16,70.8,950.89,1.95,381.27
09.03.2013,2.02,0.35,83.41,32.99,6.85,18.73,10.42,67.82,953.45,1.29,0
10.03.2013,1.99,0.32,84.41,24.64,4.11,16.96,9.5,65.52,950.4,1.32,58.3
11.03.2013,1.87,0.44,58.65,52.45,27.3,15.91,7.57,81.39,949,1.18,248.58
12.03.2013,1.25,0.42,50.64,39.03,26.4,21.68,6.17,79.22,946.67,1.72,3.55
13.03.2013,1.19,0.39,47.64,31.8,9.23,17.8,1.53,79.66,950.74,1.92,195.52
14.03.2013,2.42,0.39,75.75,39.06,17.01,23.49,-1.55,67.48,957.84,1.71,235.12
15.03.2013,2.37,0.34,65.61,40.14,13.55,28.28,-1.06,63.95,963.91,1.57,53.72
16.03.2013,4.25,0.37,68.23,45.53,11.59,20.16,1.85,49.12,962.13,1.23,0
17.03.2013,4.95,0.45,54.93,45.88,9.05,25.62,4.73,61.96,951.6,1.68,0.18
18.03.2013,1.47,0.35,78.23,38.75,15.39,12.06,4.56,81.96,945.21,1.57,576.27
19.03.2013,1.4,0.29,79.94,26.44,7.77,12.24,5.79,64.24,951.51,3.16,321.47
20.03.2013,2.05,0.3,88.45,30.36,10.21,14.22,5.97,64.87,955.57,2.64,99.45
21.03.2013,1.65,0.35,86.01,37.31,11.68,18.4,6.01,63.13,965.15,1.49,48.7
22.03.2013,2.36,0.39,71.72,42.6,16.87,24.2,7.76,56.58,960.25,2.89,0
23.03.2013,1.88,0.38,55.18,25.6,8.07,38.03,5,62.19,958.22,2.89,1.28
24.03.2013,1.71,0.38,59.33,19.33,6.03,46.9,2.27,66.04,955.96,3.31,0.22
25.03.2013,1.45,0.46,59.29,37.21,19.08,42.42,0.77,80.59,955.04,2.63,26.77
26.03.2013,1.59,0.45,60.55,43.82,21.56,38.05,-0.83,82.29,955.35,2.37,38.19
27.03.2013,2.45,0.49,61.55,46.21,19.7,56.02,0.5,71.48,955.8,2.38,1.29
28.03.2013,2.31,0.63,45.23,62.92,49.38,62.69,2.37,88.07,955.6,1.36,979.07
29.03.2013,1.69,0.38,74.52,32.21,6.35,38.05,2.29,78.38,956.45,1,641.03
30.03.2013,1.93,0.48,41.95,45.3,10.98,26.01,2.92,91.45,952.01,1.18,759.92
31.03.2013,1.66,0.41,67.64,25.53,4.99,54.07,2.05,87.13,956.05,1.62,503.67
01.04.2013,1.82,0.35,100,17.28,3.72,38.65,2.87,67.8,954.02,3.11,0
02.04.2013,1.87,0.43,79,38.93,16.52,37.4,2.74,68.76,954.49,2.48,0
03.04.2013,1.91,0.45,74.46,37.47,15.37,38.54,3.99,67.2,957.79,2.65,0
04.04.2013,2.13,0.44,73.91,36.89,15,45.84,5.46,65.43,954.59,2.61,0
05.04.2013,1.85,0.52,57.6,40.62,19.43,62.33,3.92,73.83,954.27,1.83,0
06.04.2013,2.22,0.45,66.85,31.38,13.48,56.92,5.47,64.41,962.65,2.24,0
07.04.2013,1.96,0.39,73.77,22.96,7.15,33.41,4.68,62.74,965.43,2.27,0
08.04.2013,2.13,0.46,54.09,37.18,16.54,36.59,4.42,75.58,956.24,1.39,219.3
09.04.2013,1.34,0.3,88.84,27.63,8.13,11.77,7.06,77.41,954.85,2.48,485.05
10.04.2013,1.3,0.23,88.87,19.91,4.02,13.39,10.33,54.18,959.89,3.86,20.8
11.04.2013,1.59,0.34,67.16,36.89,15.11,13.39,11.46,78.36,956.67,1.96,626.1
12.04.2013,0.87,0.21,86.71,12.87,2.59,6.11,10.27,69.69,959.45,3.83,284.08
13.04.2013,1.34,0.26,95.95,20.12,4.08,9.04,11.39,58.25,970.15,2.11,98.38
14.04.2013,1.85,0.33,94.31,28.73,6.08,13.08,15.49,47.78,973.74,1.32,0
15.04.2013,2.11,0.41,111.78,42.65,15.46,21.94,17.35,47.68,970.67,1.32,0
16.04.2013,1.79,0.34,104.66,36.6,11.68,24.14,18.05,51.74,970.82,1.19,43.55
17.04.2013,1.58,0.44,109.42,61.22,27.87,29.79,19.05,52.41,971.57,1.3,0
18.04.2013,1.51,0.3,111.54,24.5,7.56,23.69,18.52,52.41,969.32,2.49,100.97
19.04.2013,0.7,0.33,84.81,39.32,17.95,11.38,8.69,85.36,972.8,1.48,1409.72
20.04.2013,1.04,0.35,71.43,39.2,13.9,6.03,4.11,92.67,969.51,1.04,1095.78
21.04.2013,0.88,0.32,45.86,21.46,4.9,14.34,7.96,89.83,966.91,1.08,622.93
22.04.2013,1.12,0.38,40.94,33.68,15.44,21.71,9.95,79.83,966.86,0.93,222.47
23.04.2013,1.84,0.41,81.19,40.08,23.28,27.62,11.82,70.21,971.67,0.81,0
24.04.2013,2.11,0.46,114.56,45.21,25.12,27.96,14.97,59.19,975.42,1.14,0
25.04.2013,2.06,0.44,121.19,49.68,21.13,22.81,17.58,47.52,973.15,1.06,0
26.04.2013,1.76,0.32,119.32,33.34,7.37,27.38,17.16,59.75,962.33,1.5,60.68
27.04.2013,0.86,0.27,88.19,17,4.81,10.04,10.8,82.88,954.52,2.2,392.28
28.04.2013,1.05,0.3,53.62,16.25,6.14,7.23,9.19,75.46,962.57,1.4,271.52
29.04.2013,1.27,0.43,31.02,36.19,28.31,20.66,10.81,81.79,966.93,1.23,127.08
30.04.2013,1.11,0.44,14.13,34.42,31.36,32.21,11.77,81.01,966.63,1.03,0
01.05.2013,1.2,0.32,54.3,16.45,5.9,36.09,14.37,76.7,966.83,2.15,96.32
02.05.2013,1.09,0.36,83.61,28.42,15.27,33.92,15.5,76.31,966.08,,276.7
03.05.2013,1.06,0.3,73.75,29.06,10.09,14.69,12.49,82.08,964.41,1.85,206.62
04.05.2013,1.18,0.29,77.92,16.3,3.15,9.97,12.5,75.29,968.9,1.83,263.53
05.05.2013,1.5,0.33,103.91,20.01,5.69,15.62,14.71,66.05,969.79,2.22,0
06.05.2013,1.71,0.33,92.24,30.03,11.09,20.09,15.44,67.72,966.4,1.33,158.02
07.05.2013,1.14,0.31,98.47,23.09,6.91,19.43,16.04,65.1,965.3,1.57,0
08.05.2013,1.37,0.29,108.94,26.06,10.36,19.23,17.63,54.54,964.04,1.27,2.8
09.05.2013,0.94,0.22,78.49,11.63,2.83,11.22,16.6,75.3,965.24,1.29,628.08
10.05.2013,0.95,0.24,62.34,19.38,5.49,11.56,12.61,82.86,966.58,1.72,673.62
11.05.2013,1.27,0.27,72.83,18.33,5.21,11.86,11.35,75.61,966.98,1.32,72.03
12.05.2013,1.18,0.21,86.18,9.95,1.89,7.62,11.06,67.25,968.06,2.42,274.72
13.05.2013,1.42,0.23,80.71,17.88,5.57,12.7,12.42,59.62,968.95,1.96,0
14.05.2013,1.36,0.28,88,25.29,10.8,18.74,15.92,58.37,960.98,1.4,0
15.05.2013,1.64,0.3,88.15,29.03,10.5,18.44,15.94,64.61,952.4,1.54,0
16.05.2013,1.39,0.27,66.36,28.45,9.06,14.8,13.68,74.56,947.38,2.19,39.72
17.05.2013,1.18,0.27,57.79,24.06,7.19,8.56,11.64,76.35,951.68,1.48,262.27
18.05.2013,1.36,0.28,99.29,19.34,5.05,8.88,15.9,50.87,956.8,1.76,25.42
19.05.2013,0.96,0.2,99.35,5.51,0.9,7.45,12.6,62.01,959.31,2.81,141.38
20.05.2013,1.04,0.19,99.58,6.62,1.28,7.46,12.7,57.1,963.03,2.82,1.5
21.05.2013,1.11,0.27,79.49,27.06,9,9.04,10.81,78.66,962.54,1.36,810.58
22.05.2013,1.09,0.24,60.82,18.98,5.35,8.43,10.2,83.04,961.9,2.13,599.45
23.05.2013,1.24,0.22,76,20.16,5.82,12.53,8.96,72.87,959.73,2.2,139.27
24.05.2013,1.54,0.26,77.03,28.12,10.1,9.53,6.32,75.97,960.75,1.73,407.68
25.05.2013,2,0.27,90.69,23.22,7.17,11.7,7.35,74.04,961.77,1.78,119.98
26.05.2013,1.28,0.19,96.31,8.12,1,11.74,8.78,67.9,965.01,3.06,399.02
27.05.2013,1.49,0.28,84.71,29.9,11.92,18.14,12.45,59.8,961.87,1.43,226.72
28.05.2013,1.88,0.31,92.84,32.48,15.82,14.56,13.87,69.39,954.65,1.81,216.35
29.05.2013,1.08,0.23,85.51,20.78,7.74,8.08,8.77,77,955.36,2.16,685.27
30.05.2013,,0.27,57.68,25.18,9.98,11.06,10.53,70.83,957.48,1.41,235.78
31.05.2013,1,0.24,67.61,19.37,4.09,7.58,9.24,87.66,957.66,2.56,1371.31
01.06.2013,1.07,0.27,69.37,17.55,2.6,8.18,11.75,92.14,962.85,1.64,892.17
02.06.2013,1.33,0.27,76.06,14.31,3.3,17.73,13.09,74.2,969.34,1.74,0
03.06.2013,1.81,0.26,70.92,23.35,12.79,12.57,11.22,64.79,971.88,2.8,1.65
04.06.2013,1.59,0.27,86.65,24.79,14.13,11.78,13.57,61.22,968,2.06,0
05.06.2013,1.79,0.32,102.67,31.67,13.54,18.07,17.55,56.59,965.92,1.75,0
06.06.2013,1.63,0.32,114.4,34.82,15.54,19.18,19.36,48.76,967.59,1.66,0
07.06.2013,1.74,0.36,121.94,38.31,12.26,21.81,19.84,52.75,967.78,1.44,0
08.06.2013,1.36,0.35,133.27,22.77,4.95,20.79,20.99,52.95,963.49,1.54,13.15
09.06.2013,0.95,0.25,109.29,9.39,2.6,12.66,18.49,59.84,959.7,1.82,79.72
10.06.2013,0.8,0.22,85.38,16.32,4.22,8.15,14.48,81.84,962.13,2.26,602.18
11.06.2013,1.06,0.32,79.52,31.42,12.66,16.59,15.91,75.18,967.57,1.19,78.23
12.06.2013,1.41,0.34,113.97,34.38,14.19,20.95,18.29,60.35,970.33,0.9,0
13.06.2013,1.2,0.29,103.63,25.37,7.76,20.58,21.37,57.77,967.92,1.59,99.85
14.06.2013,0.88,0.27,84.98,23.82,13.27,9.81,15.99,73.26,969.58,1.82,91.08
15.06.2013,1.03,0.32,98.35,21.79,8.18,15.7,19.88,69.09,966.42,1.58,116.7
16.06.2013,1,0.31,108.02,20.08,3.98,15.91,22.2,60.05,966.25,0.97,21.45
17.06.2013,0.96,0.43,116.36,42.51,15.87,25.8,26.55,50.89,963.25,1.27,0
18.06.2013,1.06,0.34,121.8,35.6,10.7,31.19,27.49,48.64,964.27,1.88,66.05
19.06.2013,1.1,0.41,119.22,48.06,14.42,26.13,26.29,48.88,962.43,1.35,0
20.06.2013,0.8,0.33,88.72,26.51,6.75,26.05,21.98,71.58,963.42,1.49,191.42
21.06.2013,0.84,0.23,91.44,16.8,4.86,11.49,19.57,62.25,966.97,1.79,112.48
22.06.2013,0.83,0.26,78.43,13.33,3.47,12.3,18.61,71.16,968.01,1.28,395.67
23.06.2013,0.91,0.23,59.56,9.11,1.82,8.99,16.14,71.37,967.82,1.81,71.13
24.06.2013,0.89,0.2,63.18,16.09,6.21,9.68,13.89,72.32,971.17,1.87,443.98
25.06.2013,1.06,0.22,73.96,19.97,7.59,12.92,13.92,65.98,974.28,1.73,144.57
26.06.2013,1.66,0.26,87,26.78,13.13,13.33,14.72,55.56,976.1,1.31,0.23
27.06.2013,1.65,0.24,81.66,26.17,10.06,16.46,13.48,61.36,973.48,1.62,101.78
28.06.2013,1.25,0.23,99.23,21.95,8.22,14.44,14.81,58.39,971.16,1.59,4.38
29.06.2013,1.17,0.23,69.71,17.49,4.61,11.68,13.78,81.11,971.12,1.7,649.8
30.06.2013,1.41,0.27,90.06,16.83,5.65,13.03,17.17,66.6,972.48,1.19,0
01.07.2013,1.44,0.3,102.98,29.74,14.07,17.12,19.49,56.8,968.51,1.18,0
02.07.2013,1.29,0.28,111.19,30.06,10.01,20.25,20.92,59.8,966.23,1.59,20.28
03.07.2013,0.83,0.33,86.7,31.04,13.01,12.01,17.35,85.09,964.97,1.56,1064.18
04.07.2013,0.92,0.23,66.9,19.31,8.86,10.62,18.59,74.07,971.59,1.47,152.78
